"id","Longitude","Latitude","Altitude","VelocityX","VelocityY","VelocityZ","Wifi1","Wifi2","Wifi3","Wifi4","Wifi5","Wifi6","Wifi7","Wifi8","DroneHeading","Battery","Voltage","Current","Date","Method","VelocitySolid","TimeDiff","TimeDiffValue","Power","Velocity","Mean"
869,151.226775431844,-33.9311480428038,9.89999961853027,0,0,0,-94,-96,-101,-100,-101,-87,-102,-108,100.4,85,15519,-9855,2016-11-16 14:23:57,"speed 1 -2",0,137.223000049591,137.223000049591,152.939745,0,137.2205311875
871,151.226775367875,-33.9311479725062,9.89999961853027,0,0,0,-94,-96,-101,-100,-101,-87,-102,-108,100.2,85,15519,-9855,2016-11-16 14:23:57,"speed 1 -2",0,137.422000169754,137.422000169754,152.939745,0,137.2205311875
872,151.226775390849,-33.9311480111927,9.89999961853027,0,0,0,-94,-96,-101,-100,-101,-87,-102,-108,100.3,85,15519,-9855,2016-11-16 14:23:57,"speed 1 -2",0,137.522000074387,137.522000074387,152.939745,0,137.2205311875
873,151.226775513882,-33.9311479472399,9.89999961853027,0,0,0,-96,-102,-102,-101,-101,-98,-102,-108,100.2,85,15504,-10046,2016-11-16 14:23:58,"speed 1 -2",0,137.622000217438,137.622000217438,155.753184,0,137.2205311875
875,151.226775524149,-33.9311478945906,9.89999961853027,0,0,0,-96,-102,-102,-101,-101,-98,-102,-108,95.1,85,15504,-10046,2016-11-16 14:23:58,"speed 1 -2",0,137.821000099182,137.821000099182,155.753184,0,137.2205311875
876,151.226775493649,-33.9311477921517,9.80000019073486,0,0,0,-96,-102,-102,-101,-101,-98,-102,-108,88.1,85,15504,-10046,2016-11-16 14:23:58,"speed 1 -2",0,137.923000097275,137.923000097275,155.753184,0,137.2205311875
877,151.22677545787,-33.9311478144893,9.80000019073486,0,0,0,-96,-102,-102,-101,-101,-98,-102,-108,82.3,85,15504,-10046,2016-11-16 14:23:58,"speed 1 -2",0,138.024000167847,138.024000167847,155.753184,0,137.2205311875
953,151.226844918731,-33.9311217681385,10.1000003814697,0,0,0,-96,-99,-100,-98,-101,-96,-102,-108,97.2,84,15471,-10545,2016-11-16 14:24:06,"speed 1 -2",0,145.667000055313,145.667000055313,163.141695,0,137.2205311875
1460,151.227354986414,-33.9311855152076,10,0,0,0,-100,-97,-100,-100,-100,-95,-102,-108,98.6,81,15501,-9259,2016-11-16 14:24:56,"speed 1 -2",0,196.491000175476,196.491000175476,143.523759,0,137.2205311875
1461,151.226759091991,-33.9311457366301,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98.5,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,220.915000200272,220.915000200272,111.556809,0,137.2205311875
1462,151.22675892276,-33.9311458447208,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98.4,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,221.005000114441,221.005000114441,111.556809,0,137.2205311875
1463,151.22675888746,-33.9311457987943,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98.4,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,221.101999998093,221.101999998093,111.556809,0,137.2205311875
1464,151.226758758486,-33.9311458519213,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98.3,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,221.205000162125,221.205000162125,111.556809,0,137.2205311875
1465,151.226758756344,-33.9311458955737,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98.2,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,221.305999994278,221.305999994278,111.556809,0,137.2205311875
1466,151.226758633864,-33.9311460058926,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,221.40900015831,221.40900015831,111.556809,0,137.2205311875
1467,151.226758707279,-33.9311460021476,10,0,0,0,-100,-102,-99,-87,-91,-98,-102,-108,98.2,78,15561,-7169,2016-11-16 14:25:21,"speed 1 -3",0,221.505000114441,221.505000114441,111.556809,0,137.2205311875
1468,151.226758637509,-33.9311459802208,10,0,0,0,-99,-102,-94,-100,-101,-91,-101,-108,98.4,78,15479,-8509,2016-11-16 14:25:22,"speed 1 -3",0,221.605000019073,221.605000019073,131.710811,0,137.2205311875
1469,151.226758671208,-33.9311459010506,10,0,0,0,-99,-102,-94,-100,-101,-91,-101,-108,98.6,78,15479,-8509,2016-11-16 14:25:22,"speed 1 -3",0,221.707000017166,221.707000017166,131.710811,0,137.2205311875
1481,151.22675921148,-33.9311434195223,9.89999961853027,0,0,0,-98,-100,-101,-100,-101,-86,-103,-108,98.2,78,15461,-8852,2016-11-16 14:25:23,"speed 1 -3",0,222.90900015831,222.90900015831,136.860772,0,137.2205311875
1482,151.226759157617,-33.9311432414568,9.80000019073486,0,0,0,-98,-100,-101,-100,-101,-86,-103,-108,98.5,78,15461,-8852,2016-11-16 14:25:23,"speed 1 -3",0,223.011000156403,223.011000156403,136.860772,0,137.2205311875
1483,151.226759198298,-33.9311432264371,9.80000019073486,0,0,0,-98,-100,-101,-100,-101,-86,-103,-108,98.7,78,15461,-8852,2016-11-16 14:25:23,"speed 1 -3",0,223.110000133514,223.110000133514,136.860772,0,137.2205311875
1484,151.226759010653,-33.9311430389659,9.80000019073486,0,0,0,-98,-100,-101,-100,-101,-86,-103,-108,98.7,78,15461,-8852,2016-11-16 14:25:23,"speed 1 -3",0,223.210000038147,223.210000038147,136.860772,0,137.2205311875
1485,151.226759031164,-33.9311431295242,9.80000019073486,0,0,0,-98,-100,-101,-100,-101,-86,-103,-108,98.4,78,15461,-8852,2016-11-16 14:25:23,"speed 1 -3",0,223.310000181198,223.310000181198,136.860772,0,137.2205311875
2112,151.227351915086,-33.9311831710113,9.89999961853027,0,0,0,-100,-100,-101,-101,-101,-95,-102,-108,99.5,75,15253,-9859,2016-11-16 14:26:26,"speed 1 -3",0,286.210000038147,286.210000038147,150.379327,0,137.2205311875
2113,151.227351867766,-33.9311830970872,9.80000019073486,0,0,0,-100,-100,-101,-101,-101,-95,-102,-108,99.6,75,15253,-9859,2016-11-16 14:26:26,"speed 1 -3",0,286.311000108719,286.311000108719,150.379327,0,137.2205311875
2114,151.227351508022,-33.931183033978,9.80000019073486,0,0,0,-100,-100,-101,-101,-101,-95,-102,-108,99.8,75,15253,-9859,2016-11-16 14:26:26,"speed 1 -3",0,286.411000013351,286.411000013351,150.379327,0,137.2205311875
2115,151.227351444814,-33.9311830082637,9.80000019073486,0,0,0,-100,-100,-101,-101,-101,-95,-102,-108,99.9,75,15253,-9859,2016-11-16 14:26:26,"speed 1 -3",0,286.511000156403,286.511000156403,150.379327,0,137.2205311875
2116,151.227351325011,-33.9311829860063,9.80000019073486,0,0,0,-96,-102,-97,-100,-93,-97,-102,-108,99.8,75,15236,-10893,2016-11-16 14:26:27,"speed 1 -3",0,286.611999988556,286.611999988556,165.965748,0,137.2205311875
2117,151.227351146795,-33.9311829322503,9.80000019073486,0,0,0,-96,-102,-97,-100,-93,-97,-102,-108,99.6,75,15236,-10893,2016-11-16 14:26:27,"speed 1 -3",0,286.711000204086,286.711000204086,165.965748,0,137.2205311875
2118,151.227351013377,-33.9311829464649,9.80000019073486,0,0,0,-96,-102,-97,-100,-93,-97,-102,-108,99.4,75,15236,-10893,2016-11-16 14:26:27,"speed 1 -3",0,286.810000181198,286.810000181198,165.965748,0,137.2205311875
2119,151.227351062742,-33.9311829562013,9.80000019073486,0,0,0,-96,-102,-97,-100,-93,-97,-102,-108,99.5,75,15236,-10893,2016-11-16 14:26:27,"speed 1 -3",0,286.930999994278,286.930999994278,165.965748,0,137.2205311875
2136,151.226766923441,-33.9311213876662,10,0,0,0,-99,-98,-101,-100,-100,-97,-102,-108,100.1,74,15241,-10129,2016-11-16 14:26:45,"speed 1 -4",0,305.420000076294,305.420000076294,154.376089,0,137.2205311875
2137,151.226766998396,-33.9311214038766,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,100.2,74,15241,-10129,2016-11-16 14:26:45,"speed 1 -4",0,305.520000219345,305.520000219345,154.376089,0,137.2205311875
2138,151.226766969751,-33.931121421468,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,100.2,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,305.621000051498,305.621000051498,159.12215,0,137.2205311875
2139,151.226766898629,-33.9311214346997,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,100.1,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,305.72100019455,305.72100019455,159.12215,0,137.2205311875
2140,151.226766925542,-33.931121444279,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,100.1,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,305.821000099182,305.821000099182,159.12215,0,137.2205311875
2141,151.226766832041,-33.9311214366147,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,100,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,305.926000118256,305.926000118256,159.12215,0,137.2205311875
2142,151.226766783775,-33.9311214312625,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,100,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,306.021000146866,306.021000146866,159.12215,0,137.2205311875
2143,151.22676675493,-33.9311214265384,10,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,99.9,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,306.121000051498,306.121000051498,159.12215,0,137.2205311875
2144,151.226766622697,-33.9311214018809,9.89999961853027,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,99.8,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,306.22200012207,306.22200012207,159.12215,0,137.2205311875
2145,151.22676663584,-33.9311213923839,9.89999961853027,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,99.7,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,306.322000026703,306.322000026703,159.12215,0,137.2205311875
2146,151.226766573427,-33.9311213854916,9.89999961853027,0,0,0,-100,-102,-100,-100,-100,-98,-102,-108,99.5,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,306.422000169754,306.422000169754,159.12215,0,137.2205311875
2147,151.226766660833,-33.9311213845566,9.89999961853027,0,0,0,-100,-102,-98,-101,-100,-97,-102,-108,99.6,74,15227,-10450,2016-11-16 14:26:46,"speed 1 -4",0,306.522000074387,306.522000074387,159.12215,0,137.2205311875
2741,151.227355028372,-33.9311823696362,10.1999998092651,0,0,0,-101,-102,-101,-101,-100,-98,-102,-108,97,70,15174,-9900,2016-11-16 14:27:46,"speed 1 -4",0,366.087000131607,366.087000131607,150.2226,0,137.2205311875
2744,151.227355026929,-33.93118204416,10.1999998092651,0,0,0,-101,-102,-101,-101,-100,-98,-102,-108,97.3,70,15174,-9900,2016-11-16 14:27:46,"speed 1 -4",0,366.393000125885,366.393000125885,150.2226,0,137.2205311875
2745,151.227355063072,-33.9311820736389,10.1999998092651,0,0,0,-101,-101,-95,-99,-102,-88,-103,-108,97.4,70,15174,-9900,2016-11-16 14:27:46,"speed 1 -4",0,366.490000009537,366.490000009537,150.2226,0,137.2205311875
2746,151.227354920011,-33.9311821341834,10.1999998092651,0,0,0,-101,-101,-95,-99,-102,-88,-103,-108,97.4,70,15121,-9993,2016-11-16 14:27:46,"speed 1 -4",0,366.582000017166,366.582000017166,151.104153,0,137.2205311875
2781,151.226776458837,-33.9311207972558,10.1000003814697,0,0,0,-100,-84,-101,-99,-101,-96,-103,-108,96.4,69,15036,-11893,2016-11-16 14:28:08,"speed 1 -4",0,388.338000059128,388.338000059128,178.823148,0,137.2205311875
2782,151.226776476549,-33.9311207842676,10.1000003814697,0,0,0,-100,-84,-101,-99,-101,-96,-103,-108,96.4,69,15036,-11893,2016-11-16 14:28:08,"speed 1 -4",0,388.438000202179,388.438000202179,178.823148,0,137.2205311875
3330,151.227352194703,-33.9311846640442,9.89999961853027,0,0,0,-100,-101,-100,-100,-98,-98,-101,-108,98.5,65,15064,-9511,2016-11-16 14:29:03,"speed 1 -4",0,443.40900015831,443.40900015831,143.273704,0,137.2205311875
3331,151.227352246541,-33.9311847170522,9.89999961853027,0,0,0,-101,-100,-88,-101,-101,-97,-103,-108,98.5,65,15064,-9511,2016-11-16 14:29:03,"speed 1 -4",0,443.509000062943,443.509000062943,143.273704,0,137.2205311875
3332,151.227351720519,-33.9311847402966,9.89999961853027,0,0,0,-101,-100,-88,-101,-101,-97,-103,-108,98.5,65,15089,-9310,2016-11-16 14:29:04,"speed 1 -4",0,443.617000102997,443.617000102997,140.47859,0,137.2205311875
3333,151.227351646544,-33.9311846928632,9.89999961853027,0,0,0,-101,-100,-88,-101,-101,-97,-103,-108,98.4,65,15089,-9310,2016-11-16 14:29:04,"speed 1 -4",0,443.713000059128,443.713000059128,140.47859,0,137.2205311875
3334,151.227351506051,-33.9311847280041,9.89999961853027,0,0,0,-101,-100,-88,-101,-101,-97,-103,-108,98.3,65,15089,-9310,2016-11-16 14:29:04,"speed 1 -4",0,443.810000181198,443.810000181198,140.47859,0,137.2205311875
3336,151.22735117107,-33.9311844944169,10,0,0,0,-101,-100,-88,-101,-101,-97,-103,-108,97.8,65,15089,-9310,2016-11-16 14:29:04,"speed 1 -4",0,444.012000083923,444.012000083923,140.47859,0,137.2205311875
3345,151.227351050178,-33.9311830376558,10.1000003814697,0,0,0,-101,-100,-100,-99,-95,-98,-103,-108,97.3,65,15089,-9310,2016-11-16 14:29:05,"speed 1 -4",0,444.912000179291,444.912000179291,140.47859,0,137.2205311875
3463,151.226835523056,-33.9311286502424,9.80000019073486,0,0,0,-92,-89,-100,-98,-101,-98,-102,-108,98.3,64,14973,-10103,2016-11-16 14:29:34,"speed 1 -5",0,474.118000030518,474.118000030518,151.272219,0,137.2205311875
3971,151.227362107772,-33.931190038446,9.80000019073486,0,0,0,-97,-101,-98,-100,-101,-97,-102,-108,98.1,60,14861,-10661,2016-11-16 14:30:25,"speed 1 -5",0,525.044000148773,525.044000148773,158.433121,0,137.2205311875
3972,151.22736226083,-33.9311899928251,9.80000019073486,0,0,0,-97,-101,-98,-100,-101,-97,-102,-108,98.2,60,14861,-10661,2016-11-16 14:30:25,"speed 1 -5",0,525.153000116348,525.153000116348,158.433121,0,137.2205311875
